LTS,OOP,coffee,collaborative,comments,comparative_ratio,desktop,experience,functional_programming,gamer,graphical_app,indentation,limited_sleep,multiplatform,online_documentation,performance,simple_syntax,video_game,class
Yes,Yes,No,Yes,22.44,0.8792,Yes,5.4,No,Yes,Yes,No,No,Yes,No,Yes,Yes,No,java
Yes,Yes,Yes,Yes,19.45,0.9865,Yes,10.7,No,Yes,No,No,No,Yes,No,No,No,No,java
No,No,Yes,No,14.20,0.8641,No,11.9,No,No,No,No,No,No,No,Yes,Yes,No,java
Yes,No,Yes,Yes,25.30,1.0198,No,5.7,No,Yes,Yes,No,Yes,Yes,No,No,No,Yes,java
Yes,Yes,Yes,No,22.81,1.0465,No,19.2,No,Yes,No,No,Yes,No,Yes,No,Yes,No,java
No,No,Yes,Yes,17.26,1.0112,Yes,16.3,No,No,Yes,No,No,No,Yes,No,No,Yes,java
Yes,Yes,Yes,Yes,27.26,1.0743,No,1.9,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,java
No,Yes,No,No,27.91,0.9431,Yes,18.3,No,Yes,No,Yes,Yes,No,No,No,Yes,No,java
Yes,Yes,Yes,Yes,14.35,1.0299,Yes,4.7,No,No,Yes,No,Yes,No,Yes,No,No,No,java
Yes,Yes,Yes,No,21.15,0.9874,Yes,13.1,No,No,Yes,Yes,No,No,No,Yes,Yes,No,java
Yes,Yes,Yes,Yes,16.45,1.0237,Yes,2.6,No,Yes,Yes,No,No,No,Yes,Yes,No,No,java
Yes,Yes,No,No,13.03,0.9744,No,5.6,Yes,Yes,No,No,Yes,No,Yes,No,Yes,No,java
Yes,No,Yes,Yes,21.14,1.0156,No,16.2,No,No,No,Yes,Yes,Yes,Yes,No,No,No,java
Yes,No,Yes,No,18.40,1.0377,No,2.9,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,java
Yes,No,Yes,Yes,32.79,0.9687,No,19.3,No,Yes,No,Yes,Yes,No,Yes,No,Yes,Yes,java
Yes,Yes,Yes,No,8.27,0.9664,Yes,11.6,No,No,Yes,Yes,Yes,Yes,No,No,Yes,No,java
No,Yes,Yes,Yes,27.25,0.9540,Yes,11.7,No,Yes,Yes,Yes,Yes,No,No,No,No,No,java
Yes,Yes,No,Yes,15.02,1.0578,No,15.5,No,No,No,No,Yes,Yes,Yes,Yes,No,No,java
Yes,Yes,Yes,Yes,16.88,1.0275,No,11.4,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,java
Yes,Yes,Yes,Yes,25.94,0.9917,Yes,0.9,No,No,Yes,Yes,No,No,Yes,Yes,Yes,No,java
No,Yes,Yes,Yes,21.64,0.9502,Yes,13.2,No,No,Yes,Yes,Yes,No,Yes,No,No,No,java
Yes,No,Yes,Yes,18.37,0.9726,Yes,2.1,No,No,Yes,Yes,No,Yes,Yes,No,Yes,No,java
Yes,Yes,Yes,Yes,20.69,1.0250,Yes,19.0,No,Yes,Yes,No,Yes,No,No,No,Yes,No,java
Yes,Yes,No,Yes,15.26,1.0765,No,15.6,No,No,Yes,No,Yes,No,Yes,No,Yes,No,java
No,No,No,No,20.11,0.9432,Yes,1.8,No,Yes,No,Yes,Yes,No,Yes,No,Yes,No,java
Yes,Yes,Yes,Yes,19.21,1.0166,No,18.0,No,No,No,Yes,Yes,No,Yes,No,Yes,No,java
No,Yes,No,No,19.57,1.0697,Yes,4.4,No,Yes,Yes,No,Yes,Yes,Yes,No,No,No,java
Yes,Yes,Yes,Yes,12.20,0.9484,No,8.4,No,No,No,No,Yes,Yes,Yes,No,No,No,java
Yes,No,No,No,18.17,0.9368,Yes,13.2,No,No,Yes,Yes,No,Yes,No,No,Yes,No,java
Yes,Yes,Yes,No,16.52,1.0505,Yes,8.4,No,No,Yes,No,Yes,No,No,Yes,Yes,No,java
Yes,No,No,No,20.57,1.0053,Yes,9.2,No,No,No,Yes,Yes,Yes,Yes,No,No,No,java
Yes,No,No,Yes,19.66,0.9971,No,4.6,No,No,No,Yes,Yes,No,Yes,No,Yes,No,java
No,Yes,No,Yes,18.24,0.9950,No,15.0,No,Yes,No,No,Yes,Yes,Yes,No,No,No,java
Yes,Yes,Yes,No,26.50,1.0108,No,4.9,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,java
Yes,Yes,No,Yes,25.16,1.0515,Yes,7.0,No,No,No,Yes,No,No,Yes,No,Yes,Yes,java
Yes,No,Yes,Yes,18.44,1.1007,Yes,7.6,No,No,No,No,Yes,Yes,Yes,No,No,No,java
Yes,No,Yes,Yes,25.68,1.0667,Yes,5.9,No,Yes,No,Yes,No,Yes,Yes,No,Yes,No,java
Yes,Yes,Yes,Yes,13.04,0.9290,No,2.4,No,No,No,No,Yes,Yes,No,Yes,No,No,java
No,Yes,Yes,Yes,13.47,1.0790,No,3.8,No,No,Yes,Yes,Yes,No,Yes,Yes,No,No,java
Yes,Yes,No,Yes,18.21,0.9927,Yes,2.6,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,java
No,Yes,No,Yes,12.78,0.9789,Yes,8.8,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,java
Yes,No,Yes,Yes,15.26,0.9734,Yes,15.4,No,Yes,No,No,Yes,No,No,Yes,Yes,No,java
Yes,Yes,No,No,25.97,1.0722,Yes,4.7,No,No,No,Yes,Yes,Yes,No,Yes,Yes,No,python
Yes,Yes,No,Yes,15.50,0.9573,No,7.4,No,Yes,No,Yes,Yes,Yes,No,No,Yes,No,python
Yes,Yes,Yes,Yes,20.46,0.9360,No,9.4,No,No,No,Yes,No,Yes,No,No,No,No,python
Yes,Yes,Yes,No,21.28,1.0066,Yes,5.8,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,python
Yes,No,No,Yes,12.60,0.9355,No,4.2,No,Yes,No,Yes,Yes,No,No,No,Yes,No,python
Yes,No,Yes,No,16.02,1.1139,No,2.0,No,No,No,Yes,Yes,No,Yes,Yes,Yes,No,python
Yes,Yes,Yes,Yes,15.67,0.9969,Yes,13.1,No,Yes,No,No,Yes,Yes,Yes,No,No,No,python
No,Yes,Yes,Yes,21.34,1.0621,No,14.4,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,python
Yes,No,Yes,No,22.16,1.0138,No,7.9,No,No,No,Yes,Yes,No,Yes,No,No,No,python
Yes,Yes,Yes,No,14.90,0.9005,No,13.0,No,No,No,Yes,Yes,Yes,No,No,Yes,No,python
No,Yes,No,Yes,14.56,1.0303,Yes,3.8,No,Yes,No,Yes,Yes,No,Yes,No,Yes,No,python
Yes,No,Yes,Yes,10.21,0.9820,Yes,2.4,No,Yes,No,Yes,No,No,No,Yes,No,No,python
Yes,Yes,No,No,25.83,0.9211,Yes,6.6,No,No,No,Yes,Yes,No,No,Yes,Yes,No,python
No,No,Yes,No,19.38,0.9857,Yes,1.8,No,Yes,No,No,Yes,No,Yes,No,Yes,No,python
Yes,No,Yes,No,21.96,1.0281,No,3.7,No,No,No,No,Yes,No,Yes,No,No,No,python
Yes,No,No,No,30.00,1.0477,Yes,5.5,No,Yes,No,No,No,Yes,No,No,Yes,No,python
Yes,Yes,Yes,Yes,20.64,1.0755,No,11.5,No,No,No,Yes,No,No,Yes,Yes,Yes,No,python
Yes,No,Yes,Yes,16.63,1.0232,No,4.6,No,No,Yes,No,Yes,No,Yes,No,No,No,python
Yes,Yes,Yes,Yes,20.73,0.9682,No,5.6,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,python
Yes,No,Yes,No,21.46,0.9783,Yes,6.9,Yes,No,No,No,Yes,No,No,Yes,Yes,No,python
Yes,Yes,Yes,Yes,22.25,0.9619,Yes,9.5,No,No,Yes,No,No,Yes,Yes,Yes,Yes,No,python
Yes,No,No,No,19.85,1.0418,Yes,4.7,No,Yes,No,Yes,Yes,No,Yes,No,Yes,No,python
Yes,No,Yes,No,26.21,1.0227,Yes,7.3,No,Yes,No,Yes,No,Yes,No,No,Yes,No,python
Yes,Yes,Yes,No,18.95,0.9536,Yes,7.4,No,No,No,Yes,Yes,No,Yes,No,Yes,Yes,python
Yes,No,No,No,18.08,1.0043,Yes,10.0,No,Yes,No,No,Yes,Yes,Yes,No,Yes,No,python
Yes,Yes,Yes,No,21.77,1.0402,No,11.8,No,No,Yes,Yes,Yes,No,Yes,No,No,No,python
Yes,Yes,Yes,No,15.38,1.0257,Yes,7.3,No,No,No,Yes,Yes,No,Yes,No,Yes,No,python
Yes,Yes,Yes,Yes,16.64,1.1006,No,0.8,No,No,No,Yes,Yes,No,Yes,No,Yes,No,python
Yes,No,Yes,Yes,23.06,0.9870,Yes,8.4,No,No,No,No,No,No,No,No,Yes,No,python
Yes,No,No,Yes,24.18,1.0607,No,12.2,No,No,Yes,Yes,Yes,No,No,No,No,No,python
Yes,Yes,No,No,29.01,0.9958,Yes,1.7,No,No,No,Yes,Yes,Yes,Yes,No,Yes,No,python
Yes,No,Yes,Yes,17.91,0.9871,No,11.0,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,python
Yes,No,No,Yes,18.44,0.9260,No,6.9,No,No,No,Yes,Yes,Yes,Yes,No,No,No,python
Yes,Yes,Yes,Yes,17.73,0.9840,No,10.7,No,No,No,No,Yes,Yes,No,No,Yes,Yes,python
Yes,Yes,Yes,No,19.90,1.0541,No,9.3,Yes,No,No,No,Yes,Yes,Yes,No,No,No,python
Yes,No,Yes,Yes,23.50,0.9760,No,11.3,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,No,python
Yes,Yes,Yes,No,15.46,0.9811,Yes,12.0,No,Yes,No,Yes,No,Yes,Yes,No,Yes,No,python
Yes,No,Yes,No,10.82,1.0454,Yes,2.6,No,No,No,No,Yes,No,Yes,Yes,Yes,No,python
No,Yes,Yes,Yes,17.86,1.0597,Yes,7.5,No,No,No,Yes,Yes,No,Yes,No,Yes,Yes,python
Yes,Yes,Yes,No,14.18,0.9277,No,5.2,No,No,No,Yes,No,Yes,Yes,No,No,No,python
Yes,No,Yes,Yes,20.26,1.0215,No,6.9,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,python
Yes,No,Yes,Yes,17.41,1.0402,No,11.3,No,No,No,Yes,No,No,Yes,Yes,Yes,No,python
Yes,Yes,Yes,No,14.28,1.0165,No,2.1,No,No,No,Yes,Yes,Yes,Yes,No,Yes,No,python
No,Yes,Yes,No,16.09,1.0222,No,8.0,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,python
Yes,Yes,Yes,No,17.13,1.0248,No,14.9,No,No,No,No,Yes,No,No,Yes,Yes,No,python
Yes,No,No,Yes,26.16,0.9594,Yes,14.7,No,Yes,No,Yes,No,Yes,Yes,No,Yes,No,python
Yes,Yes,Yes,No,16.48,1.0299,Yes,8.2,No,No,No,No,No,Yes,Yes,No,Yes,No,python
Yes,No,Yes,No,8.81,1.0072,No,6.2,No,No,No,No,Yes,No,Yes,No,Yes,No,python
Yes,No,Yes,No,15.11,0.9543,Yes,0.0,Yes,No,No,Yes,Yes,Yes,Yes,No,No,No,python
Yes,No,Yes,No,16.92,1.0232,No,11.5,No,No,No,No,No,No,Yes,No,Yes,No,python
No,No,No,No,11.87,1.0089,No,8.4,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,python
Yes,Yes,No,No,15.48,1.1466,Yes,12.6,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,python
No,Yes,No,Yes,22.12,1.0404,No,2.8,Yes,No,No,Yes,No,No,Yes,No,Yes,No,python
Yes,No,Yes,Yes,22.81,1.1116,Yes,5.6,No,Yes,No,Yes,Yes,No,Yes,No,Yes,No,python
Yes,No,No,Yes,11.51,1.0156,No,13.4,No,No,Yes,Yes,Yes,Yes,No,No,Yes,No,python
Yes,No,No,Yes,24.79,1.0001,No,5.3,No,No,No,Yes,Yes,Yes,Yes,No,Yes,No,python
Yes,No,Yes,Yes,21.40,0.9938,No,3.2,No,No,No,Yes,No,No,Yes,No,Yes,No,python
Yes,Yes,No,No,16.84,1.0355,Yes,3.8,No,No,No,Yes,No,No,Yes,No,Yes,No,python
No,Yes,Yes,No,26.26,0.9986,No,13.1,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,python
Yes,No,Yes,Yes,11.50,0.9549,Yes,13.4,No,No,No,Yes,No,Yes,Yes,Yes,No,No,python
Yes,Yes,Yes,Yes,13.15,1.0254,Yes,7.3,No,No,No,No,No,Yes,Yes,No,Yes,Yes,python
Yes,No,Yes,No,7.09,1.0176,Yes,10.4,No,Yes,No,Yes,Yes,No,No,No,Yes,Yes,python
Yes,No,No,Yes,14.69,0.9693,No,10.1,No,Yes,Yes,Yes,Yes,No,Yes,No,No,No,python
Yes,Yes,Yes,No,24.16,0.9797,Yes,0.6,No,No,No,No,Yes,Yes,Yes,No,Yes,Yes,python
Yes,Yes,No,No,23.74,0.9031,Yes,3.1,No,No,Yes,No,No,No,Yes,No,Yes,No,python
Yes,Yes,Yes,No,15.07,1.0913,No,4.0,No,No,No,Yes,Yes,Yes,Yes,No,Yes,No,python
Yes,No,No,No,8.03,0.9080,Yes,13.7,No,Yes,No,Yes,No,Yes,Yes,No,Yes,No,python
Yes,No,Yes,No,24.88,1.0035,Yes,12.4,No,Yes,No,No,No,Yes,Yes,No,Yes,No,python
Yes,Yes,Yes,No,27.19,0.9876,No,11.4,Yes,No,No,Yes,No,No,No,No,Yes,No,python
Yes,No,No,Yes,23.93,1.0512,Yes,14.6,No,No,Yes,Yes,Yes,No,No,No,No,No,python
No,No,Yes,Yes,26.47,0.9992,Yes,13.7,No,No,No,Yes,No,No,No,No,No,No,python
Yes,No,Yes,No,15.68,1.0350,Yes,6.4,No,No,No,Yes,No,No,Yes,No,Yes,No,python
Yes,Yes,Yes,Yes,18.81,1.0167,Yes,10.2,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,python
Yes,Yes,No,No,11.19,0.9986,No,1.2,No,No,Yes,No,Yes,No,Yes,No,No,No,python
Yes,Yes,Yes,No,26.91,1.0105,No,1.7,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,python
Yes,No,Yes,No,16.47,0.9375,No,7.6,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,python
No,No,Yes,No,17.89,0.9469,No,1.6,No,Yes,No,Yes,No,No,No,No,Yes,No,python
Yes,No,Yes,Yes,18.91,1.0766,No,7.9,Yes,No,No,No,Yes,No,Yes,No,Yes,No,python
Yes,Yes,Yes,No,20.06,0.8916,No,1.3,No,Yes,No,No,No,Yes,Yes,No,Yes,No,python
Yes,Yes,No,Yes,30.73,0.9776,No,0.1,No,No,No,No,Yes,No,Yes,Yes,No,No,python
Yes,No,No,Yes,20.45,0.9851,No,1.4,No,No,No,Yes,Yes,No,No,No,Yes,No,python
Yes,No,Yes,No,23.44,0.9594,No,5.4,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,python
Yes,No,No,Yes,19.86,1.0010,No,2.6,No,No,No,No,Yes,Yes,Yes,No,Yes,No,python
No,Yes,Yes,Yes,26.11,0.9960,Yes,14.5,No,Yes,No,No,Yes,No,No,No,No,No,python
Yes,No,Yes,No,25.98,0.9567,Yes,12.4,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,No,python
Yes,No,No,No,17.62,1.0322,No,1.8,No,Yes,No,No,Yes,Yes,Yes,No,Yes,No,python
Yes,No,Yes,No,21.89,0.9440,No,2.1,No,Yes,No,No,Yes,No,Yes,Yes,Yes,No,python
Yes,No,No,No,14.33,0.9814,Yes,6.3,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,No,python
Yes,Yes,Yes,No,27.96,1.0408,Yes,4.8,No,No,No,Yes,Yes,Yes,No,No,Yes,No,python
Yes,Yes,No,No,14.70,0.9740,Yes,13.4,No,No,No,Yes,Yes,No,No,No,Yes,No,python
Yes,Yes,No,No,19.28,1.0465,No,6.2,No,No,No,No,No,Yes,Yes,No,No,No,python
Yes,No,Yes,No,18.29,0.9988,No,2.7,No,No,No,No,No,Yes,Yes,No,No,No,python
Yes,Yes,Yes,Yes,13.61,1.0425,No,2.2,No,No,Yes,No,No,Yes,No,No,Yes,No,python
Yes,Yes,Yes,No,21.16,0.9597,No,6.4,No,No,Yes,No,No,Yes,Yes,Yes,Yes,No,python
Yes,No,Yes,No,12.29,1.0919,Yes,11.5,No,No,No,No,Yes,Yes,Yes,No,No,No,python
Yes,Yes,Yes,Yes,12.08,0.9886,No,2.8,No,Yes,No,No,Yes,No,Yes,No,Yes,No,python
Yes,No,Yes,Yes,25.11,1.0303,No,10.4,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,python
Yes,No,Yes,No,16.80,0.9531,No,11.4,No,No,No,Yes,Yes,Yes,Yes,No,Yes,No,python
Yes,Yes,Yes,No,26.04,1.0534,Yes,4.8,No,Yes,No,No,No,Yes,No,Yes,Yes,No,python
Yes,No,Yes,No,24.45,1.0323,Yes,1.1,Yes,No,No,Yes,Yes,Yes,No,Yes,No,No,python
Yes,No,Yes,No,24.42,0.9884,Yes,1.1,No,No,No,Yes,Yes,No,Yes,No,Yes,No,python
Yes,Yes,No,No,14.50,1.0046,No,3.0,No,Yes,No,No,Yes,Yes,Yes,No,Yes,No,python
Yes,No,Yes,No,18.41,1.0773,No,7.3,No,No,No,Yes,Yes,No,Yes,No,No,No,python
Yes,Yes,No,Yes,20.28,1.0685,No,3.3,No,Yes,Yes,Yes,No,Yes,Yes,No,No,No,python
Yes,Yes,No,Yes,19.92,0.9941,No,4.6,No,Yes,Yes,No,No,Yes,No,No,Yes,No,python
Yes,Yes,Yes,No,11.91,1.0305,No,6.6,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes,No,python
Yes,No,Yes,No,21.43,1.0195,No,11.7,No,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,python
Yes,Yes,Yes,No,17.64,0.9412,Yes,6.1,No,Yes,No,No,Yes,No,No,No,Yes,No,python
No,Yes,Yes,No,11.65,0.9623,Yes,0.8,No,Yes,No,Yes,No,Yes,Yes,No,Yes,No,python
Yes,No,Yes,Yes,19.52,0.9077,No,7.6,No,No,Yes,Yes,Yes,No,No,Yes,Yes,No,python
Yes,Yes,Yes,Yes,14.98,1.1017,No,14.6,No,Yes,No,Yes,No,Yes,No,No,Yes,No,python
Yes,No,Yes,Yes,22.24,0.8684,Yes,13.3,No,No,No,No,Yes,Yes,Yes,No,Yes,No,python
Yes,Yes,Yes,No,24.11,0.9942,No,6.1,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,No,python
Yes,No,Yes,Yes,15.23,0.9270,No,10.8,No,Yes,No,Yes,No,No,No,No,Yes,No,python
Yes,Yes,Yes,Yes,17.03,0.9469,No,2.3,No,No,No,No,No,Yes,No,No,Yes,No,python
Yes,No,No,Yes,19.63,1.0122,No,5.1,No,Yes,No,No,Yes,Yes,Yes,No,Yes,No,python
Yes,No,No,No,18.41,0.9898,Yes,12.0,Yes,Yes,No,No,No,No,Yes,No,No,No,python
Yes,Yes,No,No,18.49,0.9534,No,10.3,No,No,Yes,Yes,Yes,No,No,No,No,No,python
Yes,No,No,No,27.77,1.0008,Yes,6.1,No,No,No,No,Yes,Yes,No,No,Yes,No,python
Yes,No,Yes,No,17.67,0.9761,No,0.9,No,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes,python
Yes,No,Yes,No,17.96,1.0071,Yes,13.5,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,python
Yes,No,Yes,No,20.55,0.9154,No,13.9,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,python
Yes,No,No,No,24.08,1.0428,Yes,13.9,No,No,No,No,Yes,Yes,Yes,No,Yes,Yes,python
Yes,Yes,Yes,No,22.02,1.0639,Yes,10.2,No,Yes,No,No,No,No,Yes,No,No,Yes,python
No,No,Yes,No,23.35,0.9626,No,11.9,No,No,No,Yes,Yes,No,Yes,No,No,No,python
Yes,Yes,Yes,No,21.28,0.9588,Yes,4.7,Yes,Yes,No,Yes,No,No,No,No,Yes,No,python
Yes,No,Yes,No,36.00,1.0219,Yes,1.7,No,No,No,Yes,Yes,Yes,Yes,No,Yes,No,python
Yes,No,No,No,18.51,1.0438,Yes,13.8,No,No,No,Yes,No,No,Yes,No,No,Yes,python
Yes,Yes,Yes,No,12.29,1.0652,Yes,4.5,No,No,No,Yes,No,Yes,Yes,No,Yes,No,python
Yes,Yes,No,Yes,9.96,0.9606,No,9.0,No,Yes,No,Yes,Yes,No,Yes,No,Yes,No,python
Yes,No,Yes,Yes,8.92,1.0976,Yes,11.2,No,No,No,Yes,No,Yes,No,No,Yes,No,python
Yes,Yes,Yes,Yes,18.32,0.9756,No,6.8,No,No,No,Yes,Yes,No,Yes,No,Yes,No,python
Yes,Yes,Yes,No,16.07,1.0113,No,4.4,Yes,No,No,Yes,Yes,Yes,No,No,Yes,No,python
Yes,Yes,Yes,No,22.41,0.9340,No,3.7,No,No,No,Yes,Yes,Yes,No,No,Yes,No,python
Yes,No,Yes,No,16.24,1.0000,Yes,11.8,Yes,No,No,Yes,Yes,No,Yes,No,No,No,python
No,Yes,No,No,26.54,0.9828,No,4.2,No,No,No,Yes,No,No,Yes,No,Yes,No,python
Yes,No,Yes,No,14.38,1.0013,No,4.7,No,Yes,No,No,Yes,No,Yes,No,Yes,No,python
Yes,Yes,No,No,21.00,1.0635,No,5.7,No,No,No,No,Yes,No,Yes,No,Yes,No,python
Yes,No,Yes,No,14.16,0.9825,No,3.5,No,No,No,No,Yes,No,Yes,No,Yes,No,python
No,No,Yes,Yes,19.51,0.9920,No,3.3,No,No,No,No,Yes,Yes,Yes,No,Yes,No,python
Yes,Yes,No,No,24.04,1.0064,No,10.6,No,No,No,Yes,Yes,Yes,No,No,No,No,python
Yes,No,Yes,No,18.33,0.9339,No,10.9,No,No,No,Yes,Yes,Yes,Yes,No,Yes,No,python
Yes,Yes,No,No,23.97,1.0356,No,4.4,Yes,No,No,Yes,Yes,No,Yes,No,Yes,No,python
Yes,Yes,Yes,Yes,28.01,1.1415,No,4.2,No,No,No,No,Yes,No,No,Yes,Yes,No,python
Yes,No,Yes,Yes,19.56,0.9772,No,10.9,No,No,No,No,Yes,No,No,No,Yes,No,python
No,Yes,Yes,Yes,15.51,0.9975,No,11.8,No,No,No,No,Yes,No,Yes,No,Yes,No,python
Yes,No,Yes,No,20.28,1.0237,No,6.8,No,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,python
Yes,No,No,No,18.55,0.9037,Yes,10.8,No,Yes,No,Yes,No,Yes,Yes,Yes,No,No,python
No,No,Yes,No,20.20,0.9367,No,4.1,No,No,Yes,Yes,No,No,Yes,No,Yes,No,python
Yes,Yes,No,Yes,18.21,1.0310,No,3.2,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,python
Yes,Yes,No,No,20.40,0.9982,No,12.6,No,Yes,No,No,Yes,No,Yes,No,Yes,No,python
Yes,No,No,Yes,20.67,0.9790,Yes,4.0,Yes,Yes,No,Yes,No,No,No,No,No,No,python
Yes,No,No,Yes,26.18,0.9718,Yes,6.5,No,No,No,No,Yes,Yes,Yes,No,Yes,No,python
No,No,No,No,24.00,1.0057,Yes,10.4,No,No,No,No,No,No,Yes,No,Yes,No,python
Yes,No,Yes,No,19.10,1.0536,Yes,11.5,No,No,No,Yes,Yes,Yes,Yes,No,Yes,No,python
Yes,No,Yes,No,21.96,0.8703,Yes,3.0,No,No,No,Yes,Yes,No,Yes,No,Yes,No,python
Yes,No,Yes,No,19.59,0.9921,No,8.0,No,Yes,Yes,No,Yes,No,Yes,No,No,No,python
Yes,No,Yes,Yes,22.22,0.8843,Yes,11.6,No,Yes,No,Yes,No,No,No,No,No,No,python
Yes,Yes,Yes,Yes,15.90,1.0043,Yes,10.9,No,No,No,Yes,Yes,No,No,No,Yes,No,python
Yes,No,Yes,Yes,18.11,0.9667,No,12.3,No,No,No,No,Yes,No,Yes,No,Yes,No,python
Yes,Yes,Yes,Yes,16.87,0.9923,No,13.0,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,python
No,No,Yes,Yes,26.30,1.0011,Yes,11.9,No,No,No,Yes,Yes,No,Yes,No,Yes,No,python
Yes,Yes,No,Yes,18.27,0.9904,Yes,14.9,No,No,No,No,Yes,Yes,No,No,No,No,python
Yes,Yes,Yes,No,21.24,0.9709,No,7.4,No,No,No,No,No,Yes,Yes,No,No,No,python
Yes,No,Yes,No,15.01,1.0711,No,1.6,No,No,No,No,Yes,Yes,Yes,No,Yes,No,python
No,No,No,No,27.91,0.8852,Yes,3.4,Yes,Yes,No,No,No,Yes,Yes,Yes,No,No,python
Yes,No,Yes,No,15.60,0.9287,Yes,4.9,No,No,No,No,No,No,No,No,Yes,No,python
Yes,Yes,No,No,14.81,0.9592,No,4.3,No,No,No,No,Yes,No,No,No,Yes,No,python
Yes,No,Yes,No,21.17,1.0068,Yes,2.9,No,Yes,No,Yes,Yes,No,Yes,No,Yes,No,python
Yes,No,Yes,Yes,18.14,1.0138,No,5.0,No,No,No,Yes,No,No,Yes,No,Yes,No,python
Yes,Yes,No,No,25.04,0.9430,No,10.7,No,No,No,No,Yes,Yes,Yes,No,Yes,No,python
Yes,No,Yes,No,14.30,0.9972,No,0.8,No,Yes,No,Yes,Yes,No,Yes,No,Yes,No,python
Yes,Yes,Yes,Yes,21.86,1.0403,No,1.9,No,Yes,No,No,No,No,Yes,Yes,Yes,No,python
Yes,Yes,No,No,16.52,1.0025,Yes,13.2,No,No,No,Yes,Yes,Yes,Yes,No,No,No,python
Yes,Yes,No,No,20.18,0.9923,No,8.8,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,python
Yes,Yes,No,No,28.58,0.9552,No,3.1,No,No,No,No,Yes,Yes,Yes,No,Yes,No,python
Yes,No,Yes,Yes,21.69,0.9722,Yes,3.8,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,python
Yes,Yes,Yes,No,15.27,1.0402,Yes,13.8,No,Yes,No,Yes,No,No,Yes,No,Yes,No,python
Yes,No,Yes,Yes,20.16,1.0258,Yes,12.9,No,No,No,No,Yes,Yes,Yes,No,Yes,No,python
Yes,Yes,No,Yes,11.66,0.9468,Yes,12.6,No,No,No,Yes,Yes,No,Yes,No,Yes,No,python
Yes,No,No,No,14.67,1.0363,No,1.9,No,No,No,Yes,Yes,No,Yes,No,Yes,No,python
Yes,Yes,Yes,Yes,24.94,1.0440,Yes,3.2,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,python
Yes,No,No,Yes,22.96,0.9988,No,7.7,No,No,No,Yes,Yes,Yes,Yes,No,No,No,python
Yes,No,No,No,13.53,1.0666,Yes,7.6,No,Yes,No,No,Yes,No,Yes,Yes,No,No,python
Yes,Yes,Yes,No,23.13,1.0805,No,3.3,No,Yes,No,No,Yes,No,Yes,No,No,No,python
Yes,Yes,Yes,Yes,21.44,0.9546,Yes,7.9,No,No,No,Yes,No,Yes,Yes,No,Yes,No,python
Yes,No,Yes,No,16.82,0.9724,No,1.3,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,python
Yes,Yes,Yes,No,20.94,0.8856,No,12.1,No,No,No,Yes,Yes,No,Yes,Yes,Yes,No,python
Yes,No,Yes,No,30.43,0.9809,No,3.4,No,No,No,No,Yes,Yes,No,No,Yes,No,python
Yes,No,Yes,No,24.35,1.0158,No,7.1,No,No,No,No,No,No,Yes,Yes,No,No,python
Yes,Yes,Yes,Yes,25.29,0.9751,Yes,4.3,No,Yes,No,Yes,No,Yes,Yes,No,Yes,No,python
Yes,Yes,Yes,No,15.74,1.0218,No,9.6,No,No,No,No,Yes,Yes,No,No,No,No,python
